codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
44977;44977;44977;44977;44977;ACIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBJR;16/08/2011;21:10:00;NULL;ATIVA;A-532/CENIPA/2017;NÃO;NULL;0;1;SIM
44983;44983;44983;44983;44983;INCIDENTE GRAVE;***;***;FORMOSA;GO;BRASIL;SWFR;19/02/2011;20:40:00;NULL;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;NÃO
44986;44986;44986;44986;44986;ACIDENTE;-22.6958333333;-40.7797222222;MACAÉ;RJ;BRASIL;****;19/08/2011;19:45:00;SIM;FINALIZADA;A-546/CENIPA/2015;SIM;2017-06-22;4;1;NÃO
44988;44988;44988;44988;44988;ACIDENTE;3.7119444444;-64.1625;AMAJARI;RR;BRASIL;****;11/08/2011;17:00:00;SIM;FINALIZADA;A-105/CENIPA/2012;SIM;2012-09-20;4;1;NÃO
44990;44990;44990;44990;44990;INCIDENTE;***;***;CARAUARI;AM;BRASIL;****;08/08/2011;16:40:00;***;FINALIZADA;***;NÃO;NULL;3;1;NÃO
44992;44992;44992;44992;44992;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;22/08/2011;14:39:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
44993;44993;44993;44993;44993;ACIDENTE;-23.0080555556;***;RIO DE JANEIRO;RJ;BRASIL;****;22/08/2011;16:30:00;NULL;FINALIZADA;A-622/CENIPA/2014;SIM;2015-08-21;0;1;NÃO
44995;44995;44995;44995;44995;ACIDENTE;-18.9002777778;-57.3811111111;MIRANDA;MS;BRASIL;****;20/08/2011;20:00:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
44996;44996;44996;44996;44996;INCIDENTE GRAVE;***;***;BELÉM;PA;BRASIL;SBJC;19/08/2011;11:11:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;SIM
44999;44999;44999;44999;44999;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;****;09/08/2011;20:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45001;45001;45001;45001;45001;INCIDENTE;;;SALVADOR;BA;BRASIL;SBSV;23/08/2011;02:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45003;45003;45003;45003;45003;INCIDENTE;;;RECIFE;PE;BRASIL;****;26/08/2011;23:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45005;45005;45005;45005;45005;INCIDENTE;***;***;GOIÂNIA;GO;BRASIL;SBGO;20/07/2011;12:33:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
45007;45007;45007;45007;45007;INCIDENTE;;;VÁRZEA GRANDE;MT;BRASIL;SBCY;25/07/2011;15:54:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45008;45008;45008;45008;45008;INCIDENTE;;;BRASÍLIA;DF;BRASIL;****;20/07/2011;20:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45010;45010;45010;45010;45010;INCIDENTE;;;MONTES CLAROS;MG;BRASIL;****;23/07/2011;13:33:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45011;45011;45011;45011;45011;ACIDENTE;***;***;ALFENAS;MG;BRASIL;****;19/07/2011;18:45:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45012;45012;45012;45012;45012;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SWNV;20/08/2011;20:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45013;45013;45013;45013;45013;INCIDENTE;;;COARI;AM;BRASIL;****;13/08/2011;03:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45016;45016;45016;45016;45016;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;25/08/2011;23:04:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45025;45025;45025;45025;45025;ACIDENTE;NULL;NULL;ANÁPOLIS;GO;BRASIL;****;25/08/2011;18:30:00;SIM;FINALIZADA;A-509/CENIPA/2014;SIM;2015-03-20;1;1;NÃO
45036;45036;45036;45036;45036;ACIDENTE;***;***;COTIA;SP;BRASIL;****;17/09/2011;16:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45045;45045;45045;45045;45045;ACIDENTE;-17.7925;-51.7677777778;JATAÍ;GO;BRASIL;****;18/09/2011;23:30:00;NULL;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;NÃO
45047;45047;45047;45047;45047;ACIDENTE;-16.6261111111;-49.2461111111;GOIÂNIA;GO;BRASIL;SBGO;14/09/2011;17:10:00;NULL;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;3;1;NÃO
45048;45048;45048;45048;45048;ACIDENTE;0;0;TIJUCAS DO SUL;PR;BRASIL;****;31/08/2011;18:00:00;SIM;ATIVA;A DEFINIR;SIM;2018-12-04;3;1;NÃO
45049;45049;45049;45049;45049;ACIDENTE;-11.6827777778;-39.3094444444;CONCEIÇÃO DO COITÉ;BA;BRASIL;****;07/09/2011;10:20:00;SIM;FINALIZADA;A-519/CENIPA/2015;SIM;2015-06-06;1;1;NÃO
45050;45050;45050;45050;45050;ACIDENTE;-21.7002777778;-46.9633333333;ITOBI;SP;BRASIL;****;09/09/2011;10:00:00;NULL;ATIVA;A DEFINIR;SIM;2018-09-04;0;1;NÃO
45051;45051;45051;45051;45051;ACIDENTE;-22.4227777778;-47.5594444444;RIO CLARO;SP;BRASIL;****;18/09/2011;16:10:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45052;45052;45052;45052;45052;ACIDENTE;-6.3477777778;-39.2986111111;IGUATU;CE;BRASIL;SNIG;29/08/2011;10:20:00;SIM;FINALIZADA;A-094/CENIPA/2012;SIM;2012-08-07;5;1;SIM
45053;45053;45053;45053;45053;ACIDENTE;-23.1638888889;-51.9133333333;ÂNGULO;PR;BRASIL;****;13/09/2011;11:35:00;SIM;FINALIZADA;A-022/CENIPA/2013;SIM;2013-07-26;2;1;NÃO
45054;45054;45054;45054;45054;ACIDENTE;-2.5975;-54.7480555556;SANTARÉM;PA;BRASIL;****;29/09/2011;18:15:00;SIM;FINALIZADA;A-033/CENIPA/2013;SIM;2013-12-30;2;1;NÃO
45055;45055;45055;45055;45055;ACIDENTE;-20.7472222222;-47.8897222222;ORLÂNDIA;SP;BRASIL;SDOR;02/09/2011;20:35:00;SIM;ATIVA;A-506/CENIPA/2017;SIM;2017-11-30;0;1;NÃO
45056;45056;45056;45056;45056;ACIDENTE;-23.7775;-45.5444444444;SÃO SEBASTIÃO;SP;BRASIL;****;30/08/2011;11:58:00;SIM;FINALIZADA;A-052/CENIPA/2013;SIM;2013-10-25;3;1;NÃO
45057;45057;45057;45057;45057;ACIDENTE;***;***;JOÃO PESSOA;PB;BRASIL;SNJO;26/08/2011;20:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45058;45058;45058;45058;45058;ACIDENTE;-4.2561111111;-56.0097222222;ITAITUBA;PA;BRASIL;****;26/09/2011;18:03:00;NULL;ATIVA;A-510/CENIPA/2016;NÃO;NULL;0;1;NÃO
45059;45059;45059;45059;45059;ACIDENTE;***;***;MARINGÁ;PR;BRASIL;****;07/08/2011;20:20:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45060;45060;45060;45060;45060;ACIDENTE;-8.3152777778;-48.1602777778;ITAPIRATINS;TO;BRASIL;****;25/09/2011;13:30:00;SIM;FINALIZADA;A-567/CENIPA/2016;SIM;2016-12-01;0;1;NÃO
45061;45061;45061;45061;45061;ACIDENTE;-16.6311111111;-49.2219444444;GOIÂNIA;GO;BRASIL;SBGO;28/09/2011;12:35:00;SIM;FINALIZADA;A-030/CENIPA/2014;SIM;2014-06-16;2;1;NÃO
45062;45062;45062;45062;45062;ACIDENTE;-23.2588888889;-49.0133333333;AVARÉ;SP;BRASIL;****;30/09/2011;18:15:00;SIM;FINALIZADA;A-613/CENIPA/2014;SIM;2015-03-20;2;1;NÃO
45063;45063;45063;45063;45063;ACIDENTE;***;***;MANAUS;AM;BRASIL;SWFN;10/09/2011;13:20:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45064;45064;45064;45064;45064;ACIDENTE;***;***;CURITIBA;PR;BRASIL;SBBI;01/10/2011;17:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45065;45065;45065;45065;45065;ACIDENTE;-22.97;-43.2916666667;RIO DE JANEIRO;RJ;BRASIL;****;10/09/2011;23:15:00;SIM;FINALIZADA;A-561/CENIPA/2011;SIM;2016-03-18;2;1;NÃO
45070;45070;45070;45070;45070;ACIDENTE;-22.8777777778;-69.0377777778;IARAS;SP;BRASIL;****;19/09/2011;12:30:00;SIM;FINALIZADA;A-610/CENIPA/2014;SIM;2015-03-06;1;1;NÃO
45071;45071;45071;45071;45071;ACIDENTE;-22.9875;-43.37;POMPÉU;MG;BRASIL;****;17/09/2011;19:45:00;NULL;FINALIZADA;A-517/CENIPA/2017;NÃO;NULL;0;1;NÃO
45072;45072;45072;45072;45072;ACIDENTE;-20.7475;-47.8894444444;ORLÂNDIA;SP;BRASIL;SDOR;17/09/2011;15:45:00;SIM;FINALIZADA;A-615/CENIPA/2014;SIM;2015-03-20;0;1;SIM
45087;45087;45087;45087;45087;ACIDENTE;-6.2066666667;-35.2941666667;ARÊS;RN;BRASIL;****;07/10/2011;08:30:00;SIM;ATIVA;A-550/CENIPA/2016;SIM;2019-08-06;3;1;NÃO
45088;45088;45088;45088;45088;ACIDENTE;-22.1633333333;-52.005;MARABÁ PAULISTA;SP;BRASIL;****;01/10/2011;23:40:00;SIM;FINALIZADA;A-029/CENIPA/2013;SIM;2013-07-30;2;1;NÃO
45089;45089;45089;45089;45089;ACIDENTE;-20.2597222222;-42.1838888889;MANHUAÇU;MG;BRASIL;****;07/10/2011;20:38:00;SIM;FINALIZADA;A - 515/CENIPA/2015;SIM;2016-06-30;0;1;SIM
45090;45090;45090;45090;45090;INCIDENTE GRAVE;-29.7108333333;-53.6922222222;SANTA MARIA;RS;BRASIL;SBSM;12/09/2011;15:15:00;SIM;FINALIZADA;IG-502/CENIPA/2017;SIM;2017-06-22;3;1;NÃO
45091;45091;45091;45091;45091;ACIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;04/10/2011;17:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45094;45094;45094;45094;45094;INCIDENTE GRAVE;***;***;ANÁPOLIS;GO;BRASIL;SWNS;29/09/2011;20:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45096;45096;45096;45096;45096;INCIDENTE GRAVE;-29.6125;-55.3711111111;LONDRINA;PR;BRASIL;SBLO;07/10/2011;14:30:00;SIM;FINALIZADA;IG-007/CENIPA/2014;SIM;2014-06-02;1;1;NÃO
45098;45098;45098;45098;45098;INCIDENTE GRAVE;-16.6297222222;-49.2266666667;GOIÂNIA;GO;BRASIL;SBGO;17/09/2011;14:45:00;SIM;ATIVA;IG-588/CENIPA/2016;SIM;2018-09-24;0;1;NÃO
45100;45100;45100;45100;45100;INCIDENTE GRAVE;***;***;CURITIBA;PR;BRASIL;SBBI;12/09/2011;19:50:00;SIM;ATIVA;A DEFINIR;SIM;2018-11-07;5;1;SIM
45102;45102;45102;45102;45102;INCIDENTE GRAVE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;26/08/2011;17:10:00;SIM;ATIVA;IG-512/CENIPA/2017;SIM;2018-05-17;2;1;NÃO
45104;45104;45104;45104;45104;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;20/09/2011;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45106;45106;45106;45106;45106;INCIDENTE;;;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;13/09/2011;21:59:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45109;45109;45109;45109;45109;INCIDENTE;;;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;24/09/2011;09:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45111;45111;45111;45111;45111;INCIDENTE;;;BRASÍLIA;DF;BRASIL;****;15/09/2011;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45127;45127;45127;45127;45127;ACIDENTE;-16.6280555556;-49.3455555556;GOIÂNIA;GO;BRASIL;SWNV;09/10/2011;19:10:00;***;FINALIZADA;IG-593/CENIPA/2016;SIM;2018-12-04;0;1;NÃO
45128;45128;45128;45128;45128;ACIDENTE;***;***;BRASÍLIA;DF;BRASIL;****;27/08/2011;21:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45149;45149;45149;45149;45149;INCIDENTE;***;***;SÃO PAULO;SP;BRASIL;SBMT;14/10/2011;14:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45151;45151;45151;45151;45151;ACIDENTE;-4.8786111111;-66.8955555556;CARAUARI;AM;BRASIL;SWCA;09/10/2011;18:51:00;SIM;FINALIZADA;A-046/CENIPA/2013;SIM;2016-03-18;1;1;NÃO
45153;45153;45153;45153;45153;ACIDENTE;-23.4927777778;-46.5111111111;GUARULHOS;SP;BRASIL;****;11/10/2011;13:20:00;SIM;ATIVA;A-507/CENIPA/2017;SIM;2017-08-01;7;1;NÃO
45167;45167;45167;45167;45167;ACIDENTE;-10.6336111111;-51.5672222222;CONFRESA;MT;BRASIL;SJHG;01/11/2011;09:15:00;NULL;FINALIZADA;ENCERRADA NO RAI;NÃO;NULL;0;1;NÃO
45168;45168;45168;45168;45168;ACIDENTE;;;PORTO MURTINHO;MS;BRASIL;****;08/11/2010;18:25:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45169;45169;45169;45169;45169;ACIDENTE;***;***;SANTA CLARA D'OESTE;SP;BRASIL;****;01/11/2011;19:28:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45187;45187;45187;45187;45187;ACIDENTE;-3.1088888889;-58.4547222222;ITACOATIARA;AM;BRASIL;****;18/10/2011;19:50:00;SIM;FINALIZADA;A - 623/CENIPA/2014;SIM;2016-06-03;2;1;NÃO
45188;45188;45188;45188;45188;ACIDENTE;-29.7194444444;-51.4894444444;MONTENEGRO;RS;BRASIL;SSNG;21/10/2011;20:55:00;SIM;ATIVA;A DEFINIR;SIM;2018-09-04;4;1;SIM
45210;45210;45210;45210;45210;ACIDENTE;-0.7333333333;-56.1;ORIXIMINÁ;PA;BRASIL;****;30/10/2011;19:10:00;SIM;ATIVA;A DEFINIR;SIM;2019-04-08;0;1;NÃO
45211;45211;45211;45211;45211;ACIDENTE;***;***;ELDORADO DO SUL;RS;BRASIL;****;05/11/2011;17:45:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45212;45212;45212;45212;45212;INCIDENTE GRAVE;***;***;NOVO HAMBURGO;RS;BRASIL;SSNH;22/10/2011;15:30:00;SIM;ATIVA;A DEFINIR;SIM;2019-04-08;2;1;NÃO
45213;45213;45213;45213;45213;INCIDENTE GRAVE;***;***;LUZIÂNIA;GO;BRASIL;****;16/10/2011;13:50:00;NULL;ATIVA;IG-541/CENIPA/2017;SIM;2018-05-10;0;1;NÃO
45215;45215;45215;45215;45215;INCIDENTE GRAVE;***;***;POÇOS DE CALDAS;MG;BRASIL;****;14/10/2011;13:27:00;SIM;ATIVA;IG-516/CENIPA/2017;SIM;2017-11-30;0;1;NÃO
45217;45217;45217;45217;45217;INCIDENTE;-22.2608;-45.1889;PIQUETE;SP;BRASIL;****;25/10/2011;20:35:00;***;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45218;45218;45218;45218;45218;INCIDENTE GRAVE;;;TIMON;MA;BRASIL;SNDR;30/10/2011;18:49:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45222;45222;45222;45222;45222;INCIDENTE GRAVE;***;***;CARUARU;PE;BRASIL;****;21/08/2011;11:46:00;SIM;ATIVA;IG-594/CENIPA/2016;SIM;2018-09-04;0;2;NÃO
45224;45224;45224;45224;45224;INCIDENTE;***;***;MACAÉ;RJ;BRASIL;****;31/10/2011;11:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45226;45226;45226;45226;45226;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;27/10/2011;14:31:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45227;45227;45227;45227;45227;INCIDENTE;;;IPAMERI;GO;BRASIL;****;27/10/2011;09:21:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45228;45228;45228;45228;45228;INCIDENTE GRAVE;NULL;NULL;SÃO JOSÉ;SC;BRASIL;SSKT;19/08/2011;19:50:00;SIM;FINALIZADA;IG-558/CENIPA/2014;SIM;2014-06-17;0;1;NÃO
45229;45229;45229;45229;45229;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;13/10/2011;00:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45230;45230;45230;45230;45230;INCIDENTE;;;MACAÉ;RJ;BRASIL;****;13/10/2011;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;2;NÃO
45232;45232;45232;45232;45232;INCIDENTE GRAVE;-23.3302777778;-51.1366666667;LONDRINA;PR;BRASIL;****;24/11/2011;20:10:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45233;45233;45233;45233;45233;INCIDENTE GRAVE;-29.7108333333;-53.6922222222;SANTA MARIA;RS;BRASIL;SBSM;25/11/2011;22:50:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45235;45235;45235;45235;45235;INCIDENTE GRAVE;-4.8786111111;-66.8955555556;CARAUARI;AM;BRASIL;****;27/11/2011;13:40:00;SIM;FINALIZADA;IG-548/CENIPA/2016;SIM;2017-05-02;1;1;NÃO
45236;45236;45236;45236;45236;INCIDENTE;;;CAMPINAS;SP;BRASIL;****;11/12/2011;14:13:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45237;45237;45237;45237;45237;INCIDENTE GRAVE;-10.0619444444;-67.5686111111;SENADOR GUIOMARD;AC;BRASIL;****;05/12/2011;20:28:00;SIM;ATIVA;IG-568/CENIPA/2016;SIM;2019-04-08;1;1;NÃO
45238;45238;45238;45238;45238;ACIDENTE;***;***;AIMORÉS;MG;BRASIL;****;12/11/2011;21:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45247;45247;45247;45247;45247;ACIDENTE;-23.1933333333;-52.7377777778;MIRADOR;PR;BRASIL;****;30/11/2011;13:30:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45250;45250;45250;45250;45250;ACIDENTE;-26.3811111111;-49.3697222222;SÃO BENTO DO SUL;SC;BRASIL;****;09/12/2011;16:30:00;NULL;FINALIZADA;A-048/CENIPA/2014;SIM;2014-06-02;1;1;NÃO
45251;45251;45251;45251;45251;ACIDENTE;-32.2558333333;-52.9922222222;ARROIO GRANDE;RS;BRASIL;****;10/12/2011;10:55:00;SIM;ATIVA;A-547/CENIPA/2016;SIM;2018-12-04;1;1;SIM
45252;45252;45252;45252;45252;INCIDENTE GRAVE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;08/12/2011;22:37:00;SIM;FINALIZADA;IG-005/CENIPA/2013;SIM;2018-09-04;6;1;NÃO
45253;45253;45253;45253;45253;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBJR;30/11/2011;17:56:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
45267;45267;45267;45267;45267;ACIDENTE;-16.2727777778;-56.6508333333;CUIABÁ;MT;BRASIL;****;12/11/2011;20:00:00;SIM;FINALIZADA;A-586/CENIPA/2016;SIM;2016-12-01;0;1;NÃO
45268;45268;45268;45268;45268;ACIDENTE;-24.8708333333;-47.7583333333;ILHA COMPRIDA;SP;BRASIL;SDBV;20/11/2011;18:00:00;SIM;FINALIZADA;A-503/CENIPA/2017;SIM;2017-05-02;0;1;NÃO
45269;45269;45269;45269;45269;ACIDENTE;-20.1863888889;47.9797222222;MIGUELÓPOLIS;SP;BRASIL;****;11/11/2011;15:30:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45270;45270;45270;45270;45270;ACIDENTE;-11.4661111111;-56.4069444444;TABAPORÃ;MT;BRASIL;****;20/11/2011;19:00:00;NULL;ATIVA;A DEFINIR;SIM;2018-07-27;0;1;NÃO
45271;45271;45271;45271;45271;ACIDENTE;-100.6775;-1000.6775;NOVA ERECHIM;SC;BRASIL;****;02/11/2011;21:30:00;NULL;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
45272;45272;45272;45272;45272;ACIDENTE;-27.66;-52.2761111111;ERECHIM;RS;BRASIL;SSER;21/12/2011;10:00:00;SIM;FINALIZADA;A-500/CENIPA/2016;SIM;2016-07-14;2;1;SIM
45273;45273;45273;45273;45273;ACIDENTE;-30.1877777778;-51.1827777778;PORTO ALEGRE;RS;BRASIL;SSBN;21/12/2011;14:50:00;SIM;FINALIZADA;A-506/CENIPA/2016;SIM;2016-07-07;2;1;SIM
45274;45274;45274;45274;45274;ACIDENTE;-23.3316666667;-51.1366666667;LONDRINA;PR;BRASIL;SBLO;27/11/2011;11:00:00;SIM;FINALIZADA;A-501/CENIPA/2016;SIM;2016-07-14;2;1;NÃO
45277;45277;45277;45277;45277;ACIDENTE;-19.2669444444;-52.8116666667;ÁGUA CLARA;MS;BRASIL;****;27/11/2011;10:10:00;SIM;FINALIZADA;A-534/CENIPA/2015;SIM;2015-07-14;0;1;NÃO
45279;45279;45279;45279;45279;ACIDENTE;-20.1461111111;-44.6905555556;CARMO DO CAJURU;MG;BRASIL;****;26/11/2011;13:00:00;SIM;ATIVA;A DEFINIR;SIM;2019-06-28;1;1;NÃO
45280;45280;45280;45280;45280;ACIDENTE;0.7394444444;-62.0213888889;ALTO ALEGRE;RR;BRASIL;****;22/11/2011;17:40:00;SIM;FINALIZADA;A-038/CENIPA/2013;SIM;2013-08-22;2;1;NÃO
45282;45282;45282;45282;45282;ACIDENTE;-22.5897222222;-47.6263888889;PIRACICABA;SP;BRASIL;****;26/11/2011;12:00:00;SIM;FINALIZADA;A-505/CENIPA/2017;SIM;2017-05-02;0;1;NÃO
45284;45284;45284;45284;45284;ACIDENTE;-14.1438888889;-57.7805555556;CAMPO NOVO DO PARECIS;MT;BRASIL;SJTO;02/12/2011;15:45:00;SIM;FINALIZADA;A-046/CENIPA/2014;SIM;2014-04-29;1;1;NÃO
45285;45285;45285;45285;45285;ACIDENTE;-18.3719444444;-47.7655555556;TRÊS RANCHOS;GO;BRASIL;****;30/11/2011;12:55:00;SIM;ATIVA;A-515/CENIPA/2017;SIM;2018-07-27;2;1;NÃO
45286;45286;45286;45286;45286;ACIDENTE;***;***;CONDEÚBA;BA;BRASIL;SIPO;14/11/2011;22:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45288;45288;45288;45288;45288;ACIDENTE;-28.6552777778;-56.0127777778;SÃO BORJA;RS;BRASIL;****;20/12/2011;18:00:00;SIM;FINALIZADA;A-546/CENIPA/2016;SIM;2016-11-24;0;1;NÃO
45289;45289;45289;45289;45289;INCIDENTE;;;MANAUS;AM;BRASIL;SBEG;10/12/2011;11:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45290;45290;45290;45290;45290;ACIDENTE;***;***;SANTO ÂNGELO;RS;BRASIL;****;02/10/2011;13:30:00;SIM;ATIVA;A-539/CENIPA/2017;SIM;2018-09-04;0;1;NÃO
45291;45291;45291;45291;45291;ACIDENTE;NULL;NULL;IGUABA GRANDE;RJ;BRASIL;****;30/12/2011;17:40:00;SIM;FINALIZADA;A-539/CENIPA/2014;SIM;2014-08-22;1;1;NÃO
45292;45292;45292;45292;45292;INCIDENTE GRAVE;***;***;FORMIGA;MG;BRASIL;****;26/12/2011;21:30:00;***;ATIVA;IG-514/CENIPA/2017;NÃO;NULL;0;1;NÃO
45293;45293;45293;45293;45293;INCIDENTE;***;***;VÁRZEA GRANDE;MT;BRASIL;SBCY;29/12/2011;18:51:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
45294;45294;45294;45294;45294;INCIDENTE;;;RIO VERDE;GO;BRASIL;****;21/12/2011;11:28:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45296;45296;45296;45296;45296;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;15/12/2011;13:13:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45307;45307;45307;45307;45307;ACIDENTE;-26.8327777778;-49.0936111111;BLUMENAU;SC;BRASIL;SSBL;27/10/2011;18:16:00;SIM;FINALIZADA;A-050/CENIPA/2011;SIM;2017-05-02;0;1;SIM
45310;45310;45310;45310;45310;ACIDENTE;-6.1913888889;-58.4663888889;MAUÉS;AM;BRASIL;****;28/09/2011;03:00:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
45311;45311;45311;45311;45311;ACIDENTE;***;***;GOIÂNIA;GO;BRASIL;****;24/12/2011;13:45:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
45312;45312;45312;45312;45312;INCIDENTE GRAVE;***;***;CAMPINORTE;GO;BRASIL;****;17/10/2011;16:00:00;SIM;ATIVA;A DEFINIR;SIM;2019-08-03;0;1;NÃO
45313;45313;45313;45313;45313;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;14/12/2011;16:55:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45327;45327;45327;45327;45327;INCIDENTE;;;CONFINS;MG;BRASIL;SBCF;29/12/2011;06:48:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45328;45328;45328;45328;45328;INCIDENTE;;;SÃO PAULO;SP;BRASIL;****;28/12/2011;03:17:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45329;45329;45329;45329;45329;ACIDENTE;-17.2369444444;-51.6427777778;CAIAPÔNIA;GO;BRASIL;****;06/01/2011;12:00:00;NULL;ATIVA;A DEFINIR;SIM;2018-09-24;0;1;NÃO
45331;45331;45331;45331;45331;ACIDENTE;-23.4355555556;-46.4730555556;GUARULHOS;SP;BRASIL;SBGR;06/01/2012;13:44:00;SIM;FINALIZADA;A-582/CENIPA/2014;SIM;2016-09-01;3;1;NÃO
45332;45332;45332;45332;45332;ACIDENTE;NULL;NULL;VIAMÃO;RS;BRASIL;****;09/01/2012;13:30:00;SIM;FINALIZADA;A-072/CENIPA/2013;SIM;2013-11-27;0;1;NÃO
45333;45333;45333;45333;45333;ACIDENTE;NULL;NULL;VIAMÃO;RS;BRASIL;****;06/01/2012;13:00:00;SIM;FINALIZADA;A-070/CENIPA/2013;SIM;2013-11-27;0;1;NÃO
45334;45334;45334;45334;45334;INCIDENTE;;;BELÉM;PA;BRASIL;SBBE;08/01/2012;19:12:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
45390;45390;45390;45390;45390;ACIDENTE;-18.4319444444;-49.4430555556;CACHOEIRA DOURADA;GO;BRASIL;****;20/01/2012;21:00:00;SIM;FINALIZADA;A-598/CENIPA/2014;SIM;2014-10-01;0;1;NÃO
